,User_id,First_Name,Last_Name,Address,Age,Gender,Rehabilitation,Pet_intimacy,category_name,Pet_Name,log_count,com_count,avg_loading,sum_duration,Zipcode,Country,Country_abbrev,Continent
475,476,Annamae,Gaylord,"8013 Sophie Ford
Christystad, AR 12728-9232",83,2,1,8.2,'Maltese',Ruben,7,5,2118.98,169.1,12728, South Korea,KR,AS
476,477,Viva,Miller,"728 Murphy Drive Suite 125
Greenfelderfort, TN 04636-4567",84,2,1,5.4,'Bulldog',Maryse,4,3,2212.96,135.3,04636, Poland,PL,EU
477,478,Trace,Kautzer,"699 Hudson Burg
Ambrosefort, RI 01087",47,2,1,1.4,'Poodle',Chance,7,5,2799.81,103.5,01087, Germany,DE,EU
478,479,Ezequiel,McLaughlin,"58911 Olin Ridges
Gerholdfurt, VA 36841",35,2,1,5.3,'Poodle',Ines,5,4,2236.89,98.3,36841, Spain,ES,EU
479,480,Leda,Deckow,"86421 McKenzie Roads
North Aiden, NY 12906",42,2,2,0.7,'Maltese',Art,3,2,2489.84,61.8,12906, United States,US,NA
480,481,Gabe,Rosenbaum,"288 Cassin Port Apt. 188
Clarissashire, SC 02840",52,2,1,7.1,'Maltese',Lelia,4,4,2623.58,54.0,02840, Mexico,MX,NA
481,482,Earnestine,Schmitt,"40900 Grant View
New Verla, SD 60712-6623",87,2,1,5.2,'German Shepherd',Denis,6,1,2908.36,131.8,60712, United States,US,NA
482,483,Isaac,Rau,"199 Amy Junction Apt. 294
New Paula, DC 90035",12,2,1,8.6,'Golden Retriever',Marlin,4,8,2610.43,44.6,90035, United States,US,NA
483,484,Gayle,McKenzie,"37618 Donna Turnpike Suite 211
Greenholtborough, MI 58262",80,2,2,6.8,'Bulldog',Libby,5,7,1896.98,99.1,58262, United States,US,NA
484,485,Lempi,Medhurst,"6037 Gutkowski Turnpike Apt. 641
West Myraborough, AK 13903",70,1,1,8.7,'Bulldog',Pat,8,6,2575.81,165.3,13903, South Korea,KR,AS
485,486,Mike,Schultz,"5719 Von Parkways
New Nikkochester, ID 19477",16,1,1,2.6,'Shi-ba-inu',Kaleb,6,1,2105.13,95.3,19477, United States,US,NA
486,487,Helga,Purdy,"1873 Mosciski Stravenue
New Arvillafurt, IL 02971-8505",68,2,2,6.1,'Golden Retriever',Verna,5,4,2765.82,87.0,02971, Poland,PL,EU
487,488,Daisy,Moen,"602 Felicity Spring Suite 633
Kuhlmanport, LA 57658",73,1,1,1.6,'Shi-ba-inu',Craig,5,7,2447.56,56.2,57658, United States,US,NA
488,489,Colton,Treutel,"0383 Gino Village
East Kristina, MI 78947",38,2,2,7.1,'Shi-ba-inu',Telly,6,6,2719.45,97.8,78947, United States,US,NA
489,490,Garnet,Lemke,"7363 Aracely Village Apt. 683
Lockmanfort, UT 90260",17,1,2,2.0,'Shi-ba-inu',Lyric,6,4,2587.97,73.8,90260, United States,US,NA
490,491,Willow,Gottlieb,"58583 Carroll Ramp
West Delta, NJ 93180-5384",12,1,1,9.2,'Bulldog',Quinten,3,5,3033.51,39.0,93180, Germany,DE,EU
491,492,Madge,Erdman,"794 Cassin Track Apt. 570
East Buster, OK 60811-9839",30,1,2,4.8,'Shi-ba-inu',Kirstin,2,2,3027.56,41.6,60811, Poland,PL,EU
492,493,Quinten,Price,"077 Turner Dale
Tierraborough, AK 60754-4060",64,2,1,1.7,'Shi-ba-inu',Dorris,2,6,3172.05,72.0,60754, Poland,PL,EU
493,494,Carmella,Denesik,"71347 Anais Roads
North Moseville, MO 10319-0453",89,2,2,5.1,'Golden Retriever',Janie,5,6,3136.81,60.3,10319, Germany,DE,EU
494,495,Thalia,Emmerich,"651 Margarita Loaf Apt. 078
Heaneyville, ID 69970-6918",29,1,2,2.9,'Golden Retriever',Carmen,4,8,2791.74,62.7,69970, France,FR,EU
495,496,Denis,Gleichner,"294 Blick Island
North Eliane, IL 33545",40,2,1,0.3,'Maltese',Adolfo,4,7,3005.49,59.2,33545, Taiwan,TW,AS
496,497,Anika,Hane,"10949 Graham Neck
Lake Stephanie, NM 16870",73,1,2,8.2,'Golden Retriever',Clifford,4,4,2773.87,131.3,16870, South Korea,KR,AS
497,498,Jace,Cummerata,"6424 Mann Isle Suite 027
Williamfort, MI 52828",53,1,2,6.5,'German Shepherd',Jayda,5,3,2149.32,101.9,52828, Denmark,DK,EU
498,499,Precious,Satterfield,"38386 Berneice Branch
South Shaneland, TN 12351",58,2,1,6.2,'Maltese',Camron,6,11,1679.74,122.2,12351, Germany,DE,EU
499,500,Karson,Murray,"88753 Skye Points Suite 294
Rubystad, AL 27735",23,1,2,2.8,'Bulldog',Roselyn,3,3,2531.2,67.4,27735, South Korea,KR,AS
500,501,Luisa,Feeney,"03031 Franecki Camp
East Ashlynn, KS 42324",65,1,2,2.6,'German Shepherd',Mae,2,4,3359.88,52.4,42324, United States,US,NA
501,502,Berneice,Rempel,"9747 Mossie Vista
East Clarkmouth, WY 07316",29,2,1,2.7,'Golden Retriever',Cary,4,6,1933.32,55.1,07316, South Korea,KR,AS
502,503,Brianne,Pacocha,"1615 Noel Springs
North Ardithview, PA 71842",43,2,1,1.7,'German Shepherd',Ahmed,5,6,3162.6,84.2,71842, United States,US,NA
503,504,Marilou,Russel,"8765 Camille Street
Ritchiechester, RI 35992-8622",31,1,2,9.2,'Maltese',Heidi,9,6,2514.56,185.5,35992, Argentina,AR,SA
504,505,Carmel,Kemmer,"58518 Renner Circle Apt. 853
East Kade, PA 32636",76,2,2,9.8,'Shi-ba-inu',Torrey,7,5,2787.58,134.8,32636, Spain,ES,EU
505,506,Einar,Mertz,"93865 Donald Viaduct
North Kaylieville, WA 97977-7600",18,2,2,9.5,'Shi-ba-inu',Zachariah,9,7,2872.57,142.4,97977, Philippines,PH,AS
506,507,Lorna,Larkin,"58061 Brandyn Oval Suite 547
North Eleanoraburgh, DE 26688",75,2,2,9.2,'Bulldog',Jerrod,5,5,2791.03,72.3,26688, Australia,AU,OC
507,508,Blake,Doyle,"567 Hudson Shoal
Lake Candice, LA 41445",90,1,1,2.5,'German Shepherd',Shyanne,8,6,2547.56,124.5,41445, Taiwan,TW,AS
508,509,Erik,Ryan,"57901 Kunde Port Apt. 736
D'Amoreport, ID 72461-2618",39,1,2,0.3,'Golden Retriever',Kaylee,8,7,2672.59,186.1,72461, Germany,DE,EU
510,511,Winona,Mayer,"4974 Dickinson Track
North Dinaland, ND 21024",29,2,2,3.1,'Maltese',Merritt,3,7,3020.53,44.8,21024, Italy,IT,EU
511,512,Willow,Hessel,"28679 Zulauf Street Apt. 895
Port Mae, NE 49718-4816",51,2,1,1.5,'German Shepherd',Carmel,6,6,2676.07,113.8,49718, United States,US,NA
512,513,Dane,Schinner,"5201 Jeff Fall Suite 358
Port Pinkstad, MS 59516-0230",25,2,2,9.3,'Shi-ba-inu',Jarret,6,5,1973.25,81.6,59516, Poland,PL,EU
513,514,Gail,Dare,"00981 Alba Pine Apt. 052
Weberfurt, VA 30987-6395",55,2,1,7.0,'German Shepherd',Daisha,8,5,2281.86,88.0,30987, Argentina,AR,SA
514,515,Damon,Beahan,"3116 Keebler Throughway Suite 004
Vadaland, NY 76950-7459",42,2,1,6.6,'Golden Retriever',Maximillian,5,6,2248.58,138.5,76950, France,FR,EU
515,516,Emma,Schaden,"60110 Ward Trail
Bradenville, ME 26495",40,2,2,5.1,'Bulldog',Jena,5,3,2620.92,115.4,26495, South Korea,KR,AS
516,517,Joaquin,Nikolaus,"3541 Willms Island Suite 286
West Ines, MN 52719-6871",21,1,2,8.4,'Poodle',Rod,8,5,2236.29,83.3,52719, United States,US,NA
517,518,Dante,Runolfsson,"491 Katlyn Village Apt. 203
Lake Ressiemouth, MI 37485",76,1,1,0.0,'Bulldog',Nova,6,9,2532.16,110.8,37485, Italy,IT,EU
518,519,Karianne,Boyle,"612 Enola Views
Schummburgh, SD 36014-6745",23,1,2,1.2,'Maltese',Kitty,3,3,2251.29,35.0,36014, Ukraine,UA,EU
519,520,Domenic,Reinger,"154 Friesen Alley Apt. 278
West Caseyfurt, WV 34208-4562",22,1,2,0.4,'Maltese',Delilah,7,4,2578.42,106.7,34208, South Korea,KR,AS
520,521,Jameson,Zboncak,"5556 Roberta Center Suite 227
West Candido, WA 76425",63,1,2,6.4,'German Shepherd',Marty,5,5,2621.02,77.3,76425, Italy,IT,EU
521,522,Omer,Erdman,"2215 Kemmer Branch
Karianneborough, UT 76501",27,1,2,5.4,'Golden Retriever',Declan,9,3,2733.81,133.0,76501, United States,US,NA
522,523,Eudora,Greenfelder,"52525 Corbin Plains Suite 526
Lake Caratown, WV 67849-2982",21,1,1,6.7,'German Shepherd',Alford,5,6,2799.19,77.7,67849, United States,US,NA
523,524,Edmond,Kemmer,"159 Wunsch Passage Suite 143
South Alfreda, ND 93401",66,2,2,4.9,'Golden Retriever',Nathen,1,6,2416.33,11.3,93401, United States,US,NA
524,525,Roberta,Morar,"1247 Evalyn Spur
Drewchester, MN 77778",32,1,2,9.7,'Bulldog',Linnie,7,2,2704.15,126.4,77778, Italy,IT,EU
525,526,Kenton,Satterfield,"667 Wunsch Isle Apt. 153
Sipesmouth, OH 79760",26,2,1,7.2,'Bulldog',Conrad,4,4,3023.56,56.2,79760, United States,US,NA
526,527,Trisha,Kuvalis,"462 Alvena Gateway Suite 413
Tyshawnland, SC 57726-0864",53,2,2,2.0,'German Shepherd',Krystal,8,4,2381.26,124.2,57726, South Korea,KR,AS
527,528,Kiarra,Block,"49431 Brody Village
Abernathyhaven, WI 19350",70,2,2,7.4,'Maltese',Hermann,3,7,1642.61,33.6,19350, France,FR,EU
528,529,Claudie,Wiza,"462 Haag Road
Zboncakborough, NE 06276",21,1,1,2.3,'Bulldog',Ferne,7,4,2569.1,124.9,06276, South Korea,KR,AS
529,530,Camylle,Rosenbaum,"00981 Assunta Inlet
Port Darricktown, WY 10145-0491",52,2,2,5.7,'Shi-ba-inu',Asha,8,4,2800.03,110.7,10145, Croatia,HR,EU
530,531,Margarette,Hoppe,"278 Rylan Cape Suite 824
South America, UT 84341",38,1,1,4.8,'Maltese',Willy,2,6,3269.91,44.1,84341, United States,US,NA
531,532,Malachi,Dickinson,"02588 Leonie Circles
Gusland, KY 45496",70,2,1,6.0,'Golden Retriever',Salvatore,13,7,2508.9,170.4,45496, Uganda,UG,AF
532,533,Nola,Shanahan,"0200 Foster Freeway
North Arnoldotown, FL 76390-6644",73,1,2,6.5,'Golden Retriever',Theron,5,6,2649.57,140.0,76390, France,FR,EU
533,534,Freeman,Buckridge,"08831 Leffler Wall Suite 448
Arnoldmouth, MT 76955",75,2,2,4.6,'Golden Retriever',Ahmed,5,6,2048.15,83.0,76955, United States,US,NA
534,535,Mark,Baumbach,"16684 Block Inlet
East Danika, WV 74972-7976",82,1,1,4.1,'Maltese',Lera,6,2,2164.24,91.8,74972, Sweden,SE,EU
535,536,Buck,Wolf,"04554 Malachi Vista Suite 322
Runolfsdottirmouth, MS 62454-0629",19,2,1,4.7,'Golden Retriever',Ethan,5,2,2199.58,95.5,62454, United States,US,NA
536,537,Crystal,Mueller,"874 Schroeder Squares Suite 136
North Noble, SD 93312-9314",66,2,1,5.5,'Poodle',Emmy,3,7,2605.46,51.0,93312, United States,US,NA
537,538,Edythe,Stroman,"55499 Koch Estates
New Yvetteside, MN 48848",28,2,2,1.8,'Golden Retriever',Kenyatta,7,2,2484.93,101.7,48848, United States,US,NA
538,539,Barrett,Kerluke,"924 Porter Wall
Lake Wilfridhaven, NY 72450",31,2,2,1.5,'Golden Retriever',Paxton,5,7,2478.14,64.2,72450, France,FR,EU
539,540,Hattie,Lakin,"42582 Thelma Place
Lake Bennie, ID 16491-5930",84,1,2,4.4,'Maltese',Garnett,5,4,2597.19,55.1,16491, South Korea,KR,AS
540,541,Frederick,Goldner,"111 Eli Plaza
Mannstad, WY 69141-3387",33,1,2,8.9,'Golden Retriever',Amber,5,6,1979.66,126.0,69141, United States,US,NA
541,542,Glennie,Homenick,"324 Wilmer Brook Suite 641
West Francesca, NC 98856",69,2,1,7.5,'Shi-ba-inu',Felipe,4,4,2704.91,64.1,98856, United States,US,NA
542,543,Destiney,Turner,"7090 Wolff Glen
Keeblerborough, WY 49496-4707",15,2,1,1.3,'Bulldog',Easter,8,6,2423.05,135.2,49496, Lithuania,LT,EU
543,544,Misty,Ratke,"178 Nestor Springs
Lake Alva, MA 56624-2340",66,1,2,6.1,'Bulldog',Leonie,7,5,2741.56,155.0,56624, Ukraine,UA,EU
544,545,Halie,Kozey,"46961 Fay Track
Gerardofurt, SD 17902-8402",80,1,2,5.6,'Bulldog',Otho,3,4,2832.26,38.8,17902, South Korea,KR,AS
545,546,Mallie,Medhurst,"3423 Batz Plaza Suite 121
Williamsonfurt, NC 23291",15,2,1,3.1,'Bulldog',Sigrid,5,5,2536.5,76.0,23291, Croatia,HR,EU
546,547,Clifford,Kiehn,"240 Bashirian Roads
South Forrest, WV 34274-4014",70,2,2,3.8,'Bulldog',Desiree,2,9,3023.13,21.3,34274, United States,US,NA
547,548,Earl,Pfeffer,"64461 Kohler Junctions Suite 061
Murphychester, ME 38328",38,1,1,5.6,'Poodle',Makenzie,8,3,2928.35,82.6,38328, United States,US,NA
548,549,Hailee,Stanton,"8346 Elvera Shores Apt. 929
New Blairville, MD 13610",62,2,1,3.3,'Poodle',Kacie,8,6,2603.15,187.9,13610, Indonesia,ID,AS
549,550,Chanel,Hudson,"09835 Aufderhar Extension
Lake Alyce, CT 82383",15,2,1,2.5,'German Shepherd',Erik,5,6,2127.22,103.9,82383, Germany,DE,EU
550,551,Aidan,Spinka,"56106 Klein Common Apt. 856
West Jamir, IL 52407",55,2,1,8.5,'Bulldog',Idella,5,7,3234.48,55.8,52407, South Korea,KR,AS
551,552,Erick,Prohaska,"273 Kuvalis Prairie Apt. 862
Goyettechester, UT 67916",38,1,1,3.9,'Poodle',Ola,1,4,90.7,17.7,67916, Argentina,AR,SA
552,553,Lilla,Metz,"85310 Wiza Courts Apt. 698
Jacobsonshire, MI 49009",23,1,1,8.9,'Golden Retriever',Isai,4,2,2650.67,44.3,49009, France,FR,EU
553,554,Ada,Harber,"877 Scotty Unions Apt. 824
North Lilianmouth, MS 72157",13,2,2,7.7,'Poodle',Corbin,5,4,2411.79,122.4,72157, United States,US,NA
554,555,Carolyne,Denesik,"3209 Effertz Falls Suite 779
West Hughtown, AZ 77664-7557",54,1,1,2.2,'Maltese',Jayne,2,7,2365.56,64.0,77664, United States,US,NA
555,556,Sierra,Schamberger,"32754 Feil Harbor Apt. 884
South Odessa, TX 80491",63,2,1,5.4,'German Shepherd',Alfonso,4,3,1508.8,29.2,80491, Italy,IT,EU
556,557,Kimberly,Wuckert,"463 Prohaska Square Apt. 250
Port Reggiechester, UT 40238-4899",53,1,1,0.8,'Bulldog',Michale,8,6,2937.08,178.9,40238, Poland,PL,EU
557,558,Meaghan,Armstrong,"42271 Lakin Cliffs Suite 043
West Willy, NJ 42996",75,2,2,4.3,'Bulldog',Frederik,6,4,2888.79,55.2,42996, Israel,IL,AS
558,559,Dana,Stamm,"754 Witting Lake Apt. 721
New Queenie, UT 49246",45,2,2,2.5,'Shi-ba-inu',Cordie,2,6,2184.0,33.9,49246, South Korea,KR,AS
559,560,Anabelle,Gleason,"789 Brandt Crossroad
Herminioborough, MT 14010-0736",42,2,1,9.2,'Maltese',Alia,5,5,2490.71,108.9,14010, Spain,ES,EU
560,561,Sydnee,Johnson,"56547 Eugenia Heights Suite 165
Adamville, KS 93328",13,1,1,0.9,'German Shepherd',Vergie,8,4,2506.81,115.7,93328, Estonia,EE,EU
561,562,Bella,Keebler,"8672 Breanne Divide Suite 116
Labadiefort, OR 89096",79,2,1,0.4,'Bulldog',Hubert,6,2,2537.91,78.1,89096, United States,US,NA
562,563,Corine,Nicolas,"4050 Anabelle Rest
Maudieland, MI 56209",44,2,2,3.1,'Maltese',Abigail,1,9,411.6,3.2,56209, South Korea,KR,AS
563,564,Shaun,Lesch,"52881 Arlene Pine Apt. 328
West Thea, SC 48895-9957",83,2,1,5.5,'Shi-ba-inu',Rae,7,4,2593.61,171.5,48895, United States,US,NA
564,565,Estefania,Lang,"58318 Haley Radial
New Elvera, RI 12830-6445",12,1,1,8.5,'Maltese',Isom,4,9,2998.62,59.7,12830, Indonesia,ID,AS
565,566,Clifton,McDermott,"874 Okuneva Valley
East Thora, IA 64735",31,1,1,2.9,'Golden Retriever',Autumn,3,5,1800.91,51.0,64735, United States,US,NA
566,567,Bethel,Bailey,"87922 Lilliana Mall
Port Deionfort, MA 60483",16,1,1,6.0,'German Shepherd',Lucas,7,4,2428.69,76.9,60483, Lithuania,LT,EU
567,568,Breanna,Abernathy,"43429 Danika Parkways
Nelleview, WI 17831",90,1,1,0.1,'Bulldog',Shaylee,1,3,1867.2,5.0,17831, Spain,ES,EU
568,569,Bradley,Hermann,"282 Dickinson Place
South Angeloton, ND 64760-6473",57,2,2,9.4,'German Shepherd',Idell,4,5,2835.58,102.4,64760, Ukraine,UA,EU
569,570,Sydnee,Mosciski,"4157 Retta Centers Apt. 569
Hayesmouth, DE 99561",31,2,2,3.1,'Maltese',Orlo,9,5,1785.86,166.8,99561, Argentina,AR,SA
570,571,Helena,Hilll,"53189 Lisette Haven Apt. 504
West Cyrusbury, TN 64873",22,2,2,3.5,'Bulldog',Alexis,2,3,3207.42,18.7,64873, United States,US,NA
571,572,Imelda,Schinner,"3188 Waylon Drives
North Erichton, OH 50527-5994",84,1,1,6.5,'Shi-ba-inu',Lauryn,4,5,2622.93,50.7,50527, United States,US,NA
572,573,Malinda,Sanford,"551 Price Ford Suite 636
Lake Abnerfort, AK 75744",23,2,1,4.0,'Poodle',Pearline,9,2,2277.65,146.4,75744, United States,US,NA
573,574,Brittany,Rowe,"18004 Doyle Turnpike Apt. 074
Handchester, AK 16011-7333",63,2,2,8.2,'Poodle',Aglae,7,5,2282.26,120.6,16011, South Korea,KR,AS
574,575,Hannah,Dickinson,"658 Feest Islands
New Vadaton, OH 07919",42,2,2,7.4,'Poodle',Nora,5,7,3086.24,70.8,07919, Germany,DE,EU
575,576,Violette,Muller,"9298 Collins Plaza Suite 174
Douglaston, LA 96255",69,1,2,1.2,'Maltese',Jaylan,4,4,2299.08,128.0,96255, Slovakia,SK,EU
576,577,Andres,Cruickshank,"16627 Will Points Suite 664
New Jovaniburgh, VT 01753",82,1,1,0.9,'Maltese',Terry,7,3,2719.98,125.1,01753, Slovakia,SK,EU
577,578,Javon,Nikolaus,"5057 Walter Springs
Jordaneview, WY 80739",29,1,2,3.1,'Poodle',Winifred,6,3,2301.18,110.7,80739, United States,US,NA
578,579,Austyn,Williamson,"204 Langworth Branch
North Jackelineton, AK 95398-2708",45,1,1,8.5,'Golden Retriever',Cordia,7,1,2611.9,56.5,95398, Lithuania,LT,EU
579,580,Cielo,Gleichner,"90340 Tristin Drives
Stephenchester, OK 83781-4759",29,1,2,6.7,'Bulldog',Christiana,8,5,2414.47,135.5,83781, South Africa,ZA,AF
580,581,Rashad,Cremin,"17059 Heathcote Springs
Kuhictown, AK 41608",81,1,2,4.7,'Bulldog',Hortense,6,6,2583.15,80.1,41608, Ukraine,UA,EU
581,582,Camron,Grimes,"723 Price Avenue
New Romanshire, AK 37997-8861",48,1,1,4.9,'Golden Retriever',Myrtle,6,5,2280.91,110.9,37997, Mexico,MX,NA
582,583,Aliya,VonRueden,"088 Mertz Mountain Suite 347
New Meggie, KS 15607",64,2,2,1.2,'Poodle',Hazel,4,5,2586.15,65.0,15607, Spain,ES,EU
583,584,Macie,Gerhold,"0466 Kristy Brooks
Lake Margiechester, OR 52495",45,1,2,5.4,'Shi-ba-inu',Christina,7,8,2999.18,114.3,52495, Lithuania,LT,EU
584,585,Sammie,Kuhlman,"1160 Eladio River Apt. 870
Port Sydnitown, VT 53496-4108",71,1,1,0.4,'Golden Retriever',Stan,4,9,2249.61,80.5,53496, Hungary,HU,EU
585,586,Sid,Greenholt,"1509 Elnora Corners
South Collinburgh, MO 45748",31,1,1,7.3,'Maltese',Anne,8,8,2538.46,73.3,45748, Ukraine,UA,EU
586,587,Eldred,Erdman,"825 Shanelle Prairie
East Leslyshire, AZ 62997",65,1,2,7.0,'Shi-ba-inu',Deanna,8,6,2359.0,110.4,62997, United States,US,NA
587,588,Vince,Emmerich,"8605 Padberg Mount Apt. 753
New Isidro, HI 26421",62,2,1,6.7,'Bulldog',Gustave,8,5,2596.06,117.2,26421, South Korea,KR,AS
588,589,Leora,Davis,"5002 Collier Forest Suite 356
East Heberside, IN 23702-2511",50,2,1,5.8,'Poodle',Rod,4,5,2625.4,61.7,23702, United States,US,NA
589,590,Mabel,McDermott,"327 Jacobs Roads Apt. 299
Padberghaven, VA 94175",57,2,1,4.3,'Golden Retriever',Charles,11,7,2529.94,129.3,94175, Lithuania,LT,EU
590,591,Myrtis,Bednar,"03328 Adams Lodge
West Eulaliamouth, HI 93213",81,2,2,6.3,'Maltese',Kamryn,6,6,2305.65,119.8,93213, Estonia,EE,EU
591,592,Aryanna,Hyatt,"211 Jamar Center
West Darby, HI 94535-6157",36,1,2,5.9,'Shi-ba-inu',Verlie,7,3,2018.56,151.4,94535, Germany,DE,EU
592,593,Reina,Hudson,"36036 Thurman Drive Suite 454
North Erikborough, IA 63440-9324",55,1,2,6.5,'Poodle',Rosemarie,6,4,2467.04,109.3,63440, France,FR,EU
593,594,Eldora,Greenholt,"56809 Mae Prairie
Natalieport, IN 55203-4952",90,2,1,0.2,'Maltese',Freeman,5,4,2171.66,58.7,55203, Croatia,HR,EU
594,595,Reese,Treutel,"162 Kub Divide
Angelitashire, LA 19345-2239",41,1,2,6.4,'German Shepherd',Francesco,4,1,2301.43,33.7,19345, United States,US,NA
595,596,Ethan,Schuppe,"17224 Koelpin Rest
Theresiashire, GA 69914",79,2,1,8.2,'Bulldog',Filomena,4,5,1971.06,80.3,69914, Brazil,BR,SA
596,597,Austin,Legros,"476 Veda View
Groverfurt, AK 15766-2282",80,1,2,9.1,'Shi-ba-inu',Herta,3,7,2113.4,53.9,15766, Brazil,BR,SA
597,598,Ilene,Dietrich,"934 Josianne Inlet
Lavonnechester, AZ 30057-6787",74,1,2,2.8,'Poodle',Lamont,2,5,1083.9,4.3,30057, Taiwan,TW,AS
598,599,Novella,Becker,"76281 Germaine Valley
Boscobury, DE 99069-3814",29,2,2,1.0,'Golden Retriever',Wendy,7,3,2126.39,193.7,99069, United States,US,NA
599,600,Rodrick,Pacocha,"840 Pfeffer Club
East Amiya, MO 28324",25,1,2,7.6,'Maltese',Alia,5,5,1883.28,76.1,28324, Ukraine,UA,EU
